CountyFIPS,Density,ruralUrban
21131,24.6,Rural
21133,63.6,Rural
21135,27.5,Rural
21137,73.6,Rural
21139,29.4,Rural
21141,49.2,Rural
21143,38.3,Rural
21145,263.5,Rural
21147,40.5,Rural
21149,36.5,Rural
21151,213.6,Rural
21153,39.4,Rural
21155,56.4,Rural
21157,103.5,Rural
21159,48.6,Rural
21161,71.2,Rural
21163,94.1,Rural
21165,32.0,Rural
21167,88.7,Rural
21169,34.8,Rural
21171,32.4,Rural
21173,143.3,Rural
21175,35.1,Rural
21177,65.5,Rural
21179,111.1,Rural
21181,37.4,Rural
21183,40.9,Rural
21185,357.0,Rural
21187,31.2,Rural
21189,22.4,Rural
21191,52.6,Rural
21193,75.5,Rural
21195,73.4,Rural
21197,69.4,Rural
21199,99.1,Rural
21201,21.2,Rural
21203,52.7,Rural
21205,87.5,Rural
21207,70.9,Rural
21209,204.0,Rural
21211,130.3,Rural
21213,79.9,Rural
21215,103.9,Rural
21217,97.0,Rural
21219,32.9,Rural
21221,33.3,Rural
21223,56.0,Rural
21225,42.0,Rural
21227,247.1,Rural
21229,41.0,Rural
21231,44.4,Rural
21233,39.0,Rural
21235,83.2,Rural
21237,32.2,Rural
21239,142.4,Rural
22001,94.6,Rural
22003,33.7,Rural
22005,438.3,Rural
22007,64.4,Rural
22009,48.2,Rural
22011,32.5,Rural
22013,16.3,Rural
22015,151.6,Rural
22017,272.7,Rural
22019,191.6,Rural
22021,18.7,Rural
22023,5.4,Rural
22025,13.4,Rural
22027,20.8,Rural
22029,27.5,Rural
22031,31.5,Rural
22033,964.4,Urban
22035,16.3,Rural
22037,42.2,Rural
22039,50.4,Rural
22041,32.0,Rural
22043,34.9,Rural
22045,121.2,Rural
22047,52.6,Rural
22049,27.7,Rural
22051,1462.2,Urban
22053,48.3,Rural
22055,911.1,Urban
22057,91.4,Rural
22059,23.9,Rural
22061,99.0,Rural
22063,218.0,Rural
22065,17.5,Rural
22067,31.2,Rural
22069,30.4,Rural
22071,2303.2,Urban
22073,250.7,Rural
22075,29.7,Rural
22077,39.0,Rural
22079,98.4,Rural
22081,21.7,Rural
22083,35.9,Rural
22085,27.6,Rural
22087,125.5,Rural
22089,190.7,Rural
22091,24.8,Rural
22093,87.1,Rural
22095,200.9,Rural
22097,88.8,Rural
22099,72.4,Rural
22101,88.4,Rural
22103,309.5,Rural
22105,170.9,Rural
22107,7.1,Rural
22109,89.5,Rural
22111,25.3,Rural
22113,50.7,Rural
22115,35.6,Rural
22117,69.1,Rural
22119,64.6,Rural
22121,138.0,Rural
22123,30.1,Rural
22125,38.7,Rural
22127,14.6,Rural
23001,231.7,Rural
23003,10.1,Rural
23005,354.1,Rural
23007,17.9,Rural
23009,34.8,Rural
23011,141.3,Rural
23013,109.3,Rural
23015,76.3,Rural
23017,28.0,Rural
23019,44.9,Rural
23021,4.3,Rural
23023,141.8,Rural
23025,12.9,Rural
23027,54.6,Rural
23029,12.3,Rural
23031,210.6,Rural
24001,166.1,Rural
24003,1400.2,Urban
24005,1384.3,Urban
24009,435.4,Rural
24011,104.9,Rural
24013,377.6,Rural
24015,297.8,Rural
24017,358.3,Rural
24019,59.1,Rural
24021,395.6,Rural
24023,44.9,Rural
24025,586.6,Urban
24027,1305.0,Urban
24029,70.2,Rural
24031,2140.9,Urban
24033,1881.0,Urban
24035,136.1,Rural
24037,318.5,Rural
24039,80.3,Rural
24041,138.7,Rural
24043,331.0,Rural
24045,277.7,Rural
24047,112.3,Rural
24510,7301.7,Urban
25001,542.4,Urban
25003,135.0,Rural
25005,1024.4,Urban
25007,168.2,Rural
25009,1605.0,Urban
25011,100.6,Rural
25013,757.1,Urban
25015,305.4,Rural
25017,1972.6,Urban
25019,254.5,Rural
25021,1788.2,Urban
25023,792.7,Urban
25025,13810.8,Urban
25027,550.9,Urban
26001,15.5,Rural
26003,10.0,Rural
26005,143.6,Rural
26007,49.7,Rural
26009,49.3,Rural
26011,41.1,Rural
26013,9.1,Rural
26015,111.7,Rural
26017,233.5,Rural
26019,55.8,Rural
26021,270.4,Rural
26023,86.1,Rural
26025,190.3,Rural
26027,105.9,Rural
26029,62.9,Rural
26031,35.4,Rural
26033,24.0,Rural
26035,55.1,Rural
26037,141.1,Rural
26039,25.3,Rural
26041,30.6,Rural
26043,33.2,Rural
26045,192.1,Rural
26047,71.8,Rural
26049,637.3,Urban
26051,50.9,Rural
26053,13.0,Rural
26055,201.1,Rural
26057,71.8,Rural
26059,76.3,Rural
26061,35.3,Rural
26063,37.1,Rural
26065,525.7,Urban
26067,113.5,Rural
26069,45.9,Rural
26071,9.5,Rural
26073,121.3,Rural
26075,226.2,Rural
26077,472.7,Rural
26079,32.4,Rural
26081,776.9,Urban
26083,4.0,Rural
26085,20.8,Rural
26087,136.4,Rural
26089,62.9,Rural
26091,131.7,Rural
26093,340.9,Rural
26095,6.9,Rural
26097,10.6,Rural
26099,1828.4,Urban
26101,45.5,Rural
26103,37.0,Rural
26105,59.0,Rural
26107,78.5,Rural
26109,21.9,Rural
26111,161.3,Rural
26113,26.8,Rural
26115,274.9,Rural
26117,90.8,Rural
26119,17.2,Rural
26121,347.4,Rural
26123,60.5,Rural
26125,1450.8,Urban
26127,51.8,Rural
26129,37.4,Rural
26131,4.4,Rural
26133,41.5,Rural
26135,14.6,Rural
26137,48.1,Rural
26139,519.6,Urban
26141,19.2,Rural
26143,46.5,Rural
26145,238.1,Rural
26147,221.3,Rural
26149,122.1,Rural
26151,42.8,Rural
26153,7.0,Rural
26155,128.6,Rural
26157,65.0,Rural
26159,124.8,Rural
26161,520.3,Urban
26163,2855.2,Urban
26165,59.7,Rural
27001,8.8,Rural
27003,846.5,Urban
27005,26.3,Rural
27007,18.9,Rural
27009,100.5,Rural
27011,10.0,Rural
27013,90.7,Rural
27015,40.9,Rural
27017,41.8,Rural
27019,298.1,Rural
27021,14.8,Rural
27023,20.3,Rural
27025,137.0,Rural
27027,61.5,Rural
27029,8.8,Rural
27031,3.8,Rural
27033,17.5,Rural
27035,65.4,Rural
27037,765.1,Urban
27039,47.8,Rural
27041,60.1,Rural
27043,19.2,Rural
27045,24.5,Rural
27047,42.9,Rural
27049,61.4,Rural
27051,11.0,Rural
27053,2290.6,Urban
27055,33.7,Rural
27057,23.4,Rural
27059,93.6,Rural
27061,16.9,Rural
27063,14.0,Rural
27065,31.4,Rural
27067,54.2,Rural
27069,3.9,Rural
27071,3.9,Rural
27073,8.7,Rural
27075,5.1,Rural
27077,2.9,Rural
27079,64.5,Rural
27081,10.5,Rural
27083,35.5,Rural
27085,73.2,Rural
27087,9.9,Rural
27089,5.3,Rural
27091,27.6,Rural
27093,38.3,Rural
27095,46.1,Rural
27097,29.8,Rural
27099,56.3,Rural
27101,11.6,Rural
27103,76.5,Rural
27105,30.2,Rural
27107,7.3,Rural
27109,243.0,Rural
27111,29.9,Rural
27113,22.9,Rural
27115,21.0,Rural
27117,19.5,Rural
27119,15.9,Rural
27121,16.9,Rural
27123,3618.9,Urban
27125,9.4,Rural
27127,17.3,Rural
27129,14.8,Rural
27131,135.2,Rural
27133,19.3,Rural
27135,9.1,Rural
27137,31.9,Rural
27139,419.9,Rural
27141,225.6,Rural
27143,25.3,Rural
27145,119.9,Rural
27147,85.5,Rural
27149,17.4,Rural
27151,12.5,Rural
27153,26.1,Rural
27155,5.7,Rural
27157,41.4,Rural
27159,25.6,Rural
27161,43.9,Rural
27163,686.4,Urban
27165,25.0,Rural
27167,8.3,Rural
27169,80.8,Rural
27171,210.1,Rural
27173,12.8,Rural
28001,66.1,Rural
28003,92.7,Rural
28005,16.8,Rural
28007,24.7,Rural
28009,20.4,Rural
28011,34.8,Rural
28013,24.5,Rural
28015,15.8,Rural
28017,34.2,Rural
28019,19.7,Rural
28021,18.3,Rural
28023,22.5,Rural
28025,47.0,Rural
28027,39.7,Rural
28029,36.1,Rural
28031,45.0,Rural
28033,390.9,Rural
28035,160.8,Rural
28037,13.7,Rural
28039,51.6,Rural
28041,18.7,Rural
28043,49.2,Rural
28045,101.0,Rural
28047,364.2,Rural
28049,265.5,Rural
28051,22.4,Rural
28053,19.2,Rural
28055,3.2,Rural
28057,44.0,Rural
28059,199.3,Rural
28061,24.2,Rural
28063,13.4,Rural
28065,27.2,Rural
28067,98.1,Rural
28069,12.8,Rural
28071,86.3,Rural
28073,127.9,Rural
28075,104.9,Rural
28077,29.2,Rural
28079,39.1,Rural
28081,190.2,Rural
28083,47.4,Rural
28085,58.3,Rural
28087,115.9,Rural
28089,149.4,Rural
28091,45.2,Rural
28093,50.0,Rural
28095,46.1,Rural
28097,24.0,Rural
28099,51.0,Rural
28101,36.3,Rural
28103,14.9,Rural
28105,108.7,Rural
28107,49.9,Rural
28109,68.8,Rural
28111,18.5,Rural
28113,96.2,Rural
28115,64.8,Rural
28117,60.8,Rural
28119,16.7,Rural
28121,200.6,Rural
28123,46.0,Rural
28125,10.0,Rural
28127,45.3,Rural
28129,25.0,Rural
28131,41.6,Rural
28133,35.3,Rural
28135,21.4,Rural
28137,70.3,Rural
28139,48.1,Rural
28141,45.8,Rural
28143,21.1,Rural
28145,69.5,Rural
28147,35.4,Rural
28149,77.0,Rural
28151,60.1,Rural
28153,24.9,Rural
28155,23.1,Rural
28157,12.7,Rural
28159,29.6,Rural
28161,25.9,Rural
28163,32.1,Rural
29001,44.6,Rural
29003,41.1,Rural
29005,9.4,Rural
29007,36.7,Rural
29009,46.2,Rural
29011,19.9,Rural
29013,19.4,Rural
29015,27.8,Rural
29017,19.6,Rural
29019,264.2,Rural
29021,214.0,Rural
29023,61.3,Rural
29025,21.2,Rural
29027,53.6,Rural
29029,70.9,Rural
29031,136.7,Rural
29033,12.5,Rural
29035,11.7,Rural
29037,152.6,Rural
29039,30.4,Rural
29041,9.9,Rural
29043,158.4,Rural
29045,13.5,Rural
29047,632.7,Urban
29049,48.7,Rural
29051,195.2,Rural
29053,31.4,Rural
29055,32.2,Rural
29057,15.5,Rural
29059,31.3,Rural
29061,14.7,Rural
29063,29.9,Rural
29065,20.7,Rural
29067,16.2,Rural
29069,53.6,Rural
29071,113.0,Rural
29073,28.5,Rural
29075,13.4,Rural
29077,435.7,Rural
29079,22.5,Rural
29081,11.6,Rural
29083,31.4,Rural
29085,24.1,Rural
29087,9.5,Rural
29089,21.6,Rural
29091,43.3,Rural
29093,18.4,Rural
29095,1164.7,Urban
29097,190.6,Rural
29099,343.5,Rural
29101,65.3,Rural
29103,7.9,Rural
29105,46.8,Rural
29107,52.2,Rural
29109,62.9,Rural
29111,19.3,Rural
29113,95.0,Rural
29115,19.4,Rural
29117,28.7,Rural
29119,42.4,Rural
29121,18.9,Rural
29123,24.5,Rural
29125,16.5,Rural
29127,65.4,Rural
29129,8.0,Rural
29131,43.4,Rural
29133,31.9,Rural
29135,38.9,Rural
29137,13.4,Rural
29139,21.6,Rural
29141,34.6,Rural
29143,25.2,Rural
29145,93.4,Rural
29147,25.2,Rural
29149,13.4,Rural
29151,22.6,Rural
29153,12.3,Rural
29155,31.8,Rural
29157,40.3,Rural
29159,62.1,Rural
29161,66.4,Rural
29163,27.3,Rural
29165,249.9,Rural
29167,50.8,Rural
29169,96.1,Rural
29171,9.1,Rural
29173,22.0,Rural
29175,51.2,Rural
29177,40.6,Rural
29179,7.8,Rural
29181,21.1,Rural
29183,720.4,Urban
29185,14.1,Rural
29186,36.0,Rural
29187,149.3,Rural
29189,1959.9,Urban
29195,30.1,Rural
29197,15.2,Rural
29199,11.2,Rural
29201,91.1,Rural
29203,8.1,Rural
29205,11.9,Rural
29207,35.3,Rural
29209,69.2,Rural
29211,9.4,Rural
29213,89.0,Rural
29215,21.6,Rural
29217,24.9,Rural
29219,83.7,Rural
29221,32.6,Rural
29223,16.9,Rural
29225,67.0,Rural
29227,7.6,Rural
29229,27.0,Rural
29510,4823.9,Urban
30001,1.7,Rural
30003,2.6,Rural
30005,1.6,Rural
30007,5.3,Rural
30009,5.3,Rural
30011,0.4,Rural
30013,30.2,Rural
30015,1.4,Rural
30017,3.0,Rural
30019,1.2,Rural
30021,3.6,Rural
30023,12.5,Rural
30025,1.7,Rural
30027,2.5,Rural
30029,20.6,Rural
30031,44.4,Rural
30033,0.3,Rural
30035,4.6,Rural
30037,0.7,Rural
30039,2.0,Rural
30041,5.7,Rural
30043,7.4,Rural
30045,1.1,Rural
30047,20.5,Rural
30049,20.2,Rural
30051,1.6,Rural
30053,5.6,Rural
30055,0.6,Rural
30057,2.4,Rural
30059,0.8,Rural
30061,3.6,Rural
30063,46.3,Rural
30065,2.5,Rural
30067,6.0,Rural
30069,0.3,Rural
30071,0.8,Rural
30073,3.6,Rural
30075,0.5,Rural
30077,3.0,Rural
30079,0.6,Rural
30081,18.5,Rural
30083,5.2,Rural
30085,4.7,Rural
30087,1.8,Rural
30089,4.4,Rural
30091,2.0,Rural
30093,48.8,Rural
30095,5.4,Rural
30097,2.0,Rural
30099,2.7,Rural
30101,2.5,Rural
30103,0.7,Rural
30105,1.5,Rural
30107,1.5,Rural
30109,1.1,Rural
30111,61.5,Rural
31001,55.5,Rural
31003,7.3,Rural
31005,0.7,Rural
31007,1.0,Rural
31009,0.7,Rural
31011,7.6,Rural
31013,10.0,Rural
31015,3.6,Rural
31017,2.4,Rural
31019,51.5,Rural
31021,13.2,Rural
31023,13.7,Rural
31025,47.2,Rural
31027,11.3,Rural
31029,4.4,Rural
31031,1.0,Rural
31033,7.4,Rural
31035,10.9,Rural
31037,25.9,Rural
31039,15.5,Rural
31041,4.2,Rural
31043,75.7,Rural
31045,6.1,Rural
31047,23.2,Rural
31049,4.1,Rural
31051,11.8,Rural
31053,69.2,Rural
31055,1742.0,Urban
31057,1.8,Rural
31059,9.5,Rural
31061,5.2,Rural
31063,2.7,Rural
31065,6.5,Rural
31067,25.3,Rural
31069,1.1,Rural
31071,3.5,Rural
31073,4.3,Rural
31075,0.8,Rural
31077,4.1,Rural
31079,112.3,Rural
31081,17.2,Rural
31083,6.1,Rural
31085,1.3,Rural
31087,3.9,Rural
31089,4.2,Rural
31091,1.0,Rural
31093,11.4,Rural
31095,12.4,Rural
31097,13.5,Rural
31099,12.6,Rural
31101,7.6,Rural
31103,1.0,Rural
31105,3.8,Rural
31107,7.5,Rural
31109,382.4,Rural
31111,13.6,Rural
31113,1.3,Rural
31115,1.2,Rural
31117,0.6,Rural
31119,61.4,Rural
31121,16.0,Rural
31123,3.2,Rural
31125,8.0,Rural
31127,17.1,Rural
31129,7.2,Rural
31131,26.0,Rural
31133,6.1,Rural
31135,3.3,Rural
31137,16.7,Rural
31139,12.5,Rural
31141,49.7,Rural
31143,11.9,Rural
31145,15.0,Rural
31147,14.3,Rural
31149,1.3,Rural
31151,24.7,Rural
31153,787.2,Urban
31155,28.9,Rural
31157,48.1,Rural
31159,30.3,Rural
31161,2.2,Rural
31163,5.3,Rural
31165,0.6,Rural
31167,13.8,Rural
31169,8.7,Rural
31171,1.0,Rural
31173,18.4,Rural
31175,7.3,Rural
31177,53.5,Rural
31179,21.4,Rural
31181,6.1,Rural
31183,1.4,Rural
31185,23.9,Rural
32001,5.1,Rural
32003,289.6,Rural
32005,69.4,Rural
32007,3.1,Rural
32009,0.2,Rural
32011,0.5,Rural
32013,1.7,Rural
32015,1.0,Rural
32017,0.5,Rural
32019,29.1,Rural
32021,1.2,Rural
32023,2.6,Rural
32027,1.1,Rural
32029,15.9,Rural
32031,75.4,Rural
32033,1.1,Rural
32510,389.5,Rural
33001,153.7,Rural
33003,52.9,Rural
33005,108.1,Rural
33007,17.7,Rural
33009,52.7,Rural
33011,476.6,Rural
33013,162.6,Rural
33015,447.6,Rural
33017,354.7,Rural
33019,80.5,Rural
34001,475.9,Rural
34003,4014.4,Urban
34005,559.0,Urban
34007,2292.7,Urban
34009,366.8,Rural
34011,308.8,Rural
34013,6338.1,Urban
34015,908.1,Urban
34017,14566.3,Urban
34019,291.0,Rural
34021,1639.4,Urban
34023,2676.3,Urban
34025,1322.5,Urban
34027,1071.2,Urban
34029,970.9,Urban
34031,2716.4,Urban
34033,187.9,Rural
34035,1093.3,Urban
34037,271.0,Rural
34039,5417.7,Urban
34041,295.6,Rural
35001,585.9,Urban
35003,0.5,Rural
35005,10.6,Rural
35006,5.9,Rural
35007,3.2,Rural
35009,34.7,Rural
35011,0.8,Rural
35013,57.4,Rural
35015,14.0,Rural
35017,6.8,Rural
35019,1.4,Rural
35021,0.3,Rural
35023,1.2,Rural
35025,16.2,Rural
35027,4.1,Rural
35028,178.8,Rural
35029,8.0,Rural
35031,13.1,Rural
35033,2.3,Rural
35035,10.2,Rural
35037,2.9,Rural
35039,6.6,Rural
35041,7.5,Rural
35043,39.8,Rural
35045,22.3,Rural
35047,5.8,Rural
35049,79.0,Rural
35051,2.6,Rural
35053,2.5,Rural
35055,14.9,Rural
35057,4.6,Rural
35059,1.1,Rural
35061,72.2,Rural
36001,585.0,Urban
36003,44.8,Rural
36005,33597.3,Urban
36007,269.6,Rural
36009,58.2,Rural
36011,110.7,Rural
36013,119.9,Rural
36015,204.9,Rural
36017,52.9,Rural
36019,77.6,Rural
36021,93.8,Rural
36023,95.5,Rural
36025,30.6,Rural
36027,370.5,Rural
36029,882.5,Urban
36031,20.6,Rural
36033,30.7,Rural
36035,107.8,Rural
36037,116.3,Rural
36039,73.0,Rural
36041,2.6,Rural
36043,43.5,Rural
36045,86.2,Rural
36047,36095.7,Urban
36049,20.6,Rural
36051,99.7,Rural
36053,108.3,Rural
36055,1129.6,Urban
36057,122.3,Rural
36059,4771.8,Urban
36061,71389.7,Urban
36063,401.4,Rural
36065,188.7,Rural
36067,592.0,Urban
36069,171.0,Rural
36071,475.3,Rural
36073,103.0,Rural
36075,123.2,Rural
36077,59.4,Rural
36079,427.3,Rural
36081,20747.5,Urban
36083,243.6,Rural
36085,8172.4,Urban
36087,1879.5,Urban
36089,40.2,Rural
36091,284.6,Rural
36093,760.7,Urban
36095,49.9,Rural
36097,54.4,Rural
36099,105.2,Rural
36101,68.5,Rural
36103,1620.0,Urban
36105,78.1,Rural
36107,93.0,Rural
36109,215.7,Rural
36111,158.2,Rural
36113,73.9,Rural
36115,73.7,Rural
36117,148.9,Rural
36119,2249.1,Urban
36121,67.2,Rural
36123,73.5,Rural
37001,402.3,Rural
37003,144.8,Rural
37005,47.6,Rural
37007,46.3,Rural
37009,64.3,Rural
37011,71.3,Rural
37013,57.0,Rural
37015,27.0,Rural
37017,37.4,Rural
37019,171.3,Rural
37021,399.5,Rural
37023,178.8,Rural
37025,602.9,Urban
37027,174.7,Rural
37029,45.5,Rural
37031,137.9,Rural
37033,53.3,Rural
37035,401.3,Rural
37037,110.3,Rural
37039,63.3,Rural
37041,81.0,Rural
37043,52.8,Rural
37045,211.8,Rural
37047,59.2,Rural
37049,144.3,Rural
37051,513.8,Urban
37053,107.3,Rural
37055,97.0,Rural
37057,304.7,Rural
37059,163.1,Rural
37061,71.9,Rural
37063,1127.3,Urban
37065,101.6,Rural
37067,940.2,Urban
37069,143.0,Rural
37071,634.2,Urban
37073,34.1,Rural
37075,29.0,Rural
37077,114.4,Rural
37079,79.3,Rural
37081,834.4,Urban
37083,68.9,Rural
37085,229.5,Rural
37087,113.3,Rural
37089,317.2,Rural
37091,66.8,Rural
37093,141.7,Rural
37095,8.1,Rural
37097,319.0,Rural
37099,89.7,Rural
37101,267.4,Rural
37103,20.1,Rural
37105,243.4,Rural
37107,139.6,Rural
37109,291.0,Rural
37111,104.3,Rural
37113,70.1,Rural
37115,48.7,Rural
37117,48.7,Rural
37119,2126.0,Urban
37121,67.8,Rural
37123,55.5,Rural
37125,145.6,Rural
37127,174.8,Rural
37129,1230.6,Urban
37131,36.2,Rural
37133,259.3,Rural
37135,373.6,Rural
37137,38.0,Rural
37139,176.2,Rural
37141,73.1,Rural
37143,54.7,Rural
37145,101.0,Rural
37147,278.0,Rural
37149,87.6,Rural
37151,184.1,Rural
37153,94.7,Rural
37155,137.4,Rural
37157,161.4,Rural
37159,279.1,Rural
37161,119.3,Rural
37163,67.4,Rural
37165,109.2,Rural
37167,159.7,Rural
37169,101.8,Rural
37171,135.1,Rural
37173,27.1,Rural
37175,91.5,Rural
37177,10.3,Rural
37179,382.4,Rural
37181,175.9,Rural
37183,1338.7,Urban
37185,46.1,Rural
37187,33.3,Rural
37189,180.6,Rural
37191,222.9,Rural
37193,90.9,Rural
37195,222.7,Rural
37197,112.8,Rural
37199,58.1,Rural
38001,2.2,Rural
38003,7.0,Rural
38005,4.9,Rural
38007,0.8,Rural
38009,3.8,Rural
38011,2.6,Rural
38013,1.9,Rural
38015,58.8,Rural
38017,103.7,Rural
38019,2.5,Rural
38021,4.3,Rural
38023,1.8,Rural
38025,2.2,Rural
38027,3.6,Rural
38029,2.1,Rural
38031,5.0,Rural
38033,1.8,Rural
38035,48.2,Rural
38037,1.4,Rural
38039,3.2,Rural
38041,2.2,Rural
38043,1.8,Rural
38045,3.5,Rural
38047,1.9,Rural
38049,3.1,Rural
38051,2.6,Rural
38053,5.6,Rural
38055,4.5,Rural
38057,7.8,Rural
38059,16.3,Rural
38061,5.8,Rural
38063,2.9,Rural
38065,2.7,Rural
38067,6.1,Rural
38069,3.9,Rural
38071,9.7,Rural
38073,6.1,Rural
38075,2.6,Rural
38077,11.3,Rural
38079,15.6,Rural
38081,4.5,Rural
38083,1.3,Rural
38085,3.8,Rural
38087,0.6,Rural
38089,23.7,Rural
38091,2.7,Rural
38093,9.3,Rural
38095,2.1,Rural
38097,9.3,Rural
38099,8.3,Rural
38101,33.5,Rural
38103,3.0,Rural
38105,18.3,Rural
39001,47.5,Rural
39003,254.1,Rural
39005,126.6,Rural
39007,138.6,Rural
39009,129.6,Rural
39011,113.9,Rural
39013,126.0,Rural
39015,88.8,Rural
39017,822.3,Urban
39019,68.2,Rural
39021,90.9,Rural
39023,337.6,Rural
39025,457.9,Rural
39027,102.8,Rural
39029,191.7,Rural
39031,65.0,Rural
39033,103.4,Rural
39035,2700.0,Urban
39037,85.5,Rural
39039,92.7,Rural
39041,474.9,Rural
39043,295.6,Rural
39045,313.6,Rural
39047,70.3,Rural
39049,2479.2,Urban
39051,104.0,Rural
39053,64.1,Rural
39055,234.3,Rural
39057,410.2,Rural
39059,74.5,Rural
39061,2017.0,Urban
39063,142.7,Rural
39065,66.8,Rural
39067,37.4,Rural
39069,64.9,Rural
39071,78.2,Rural
39073,67.2,Rural
39075,103.8,Rural
39077,118.7,Rural
39079,77.2,Rural
39081,160.1,Rural
39083,119.1,Rural
39085,1014.5,Urban
39087,131.4,Rural
39089,260.3,Rural
39091,99.9,Rural
39093,632.7,Urban
39095,1255.5,Urban
39097,96.5,Rural
39099,557.5,Urban
39101,161.1,Rural
39103,427.9,Rural
39105,53.4,Rural
39107,89.1,Rural
39109,264.3,Rural
39111,30.0,Rural
